Prestazione,Vento,Atleta,Anno,Categoria,Società,Posizione,Luogo,Data,Link Atleta,Link Società
30:06.0,,FURCI Gianni,1983,SM,C.S. AERONAUTICA MILITARE,7 se- 2,Rieti,2006-04-30,https://www.fidal.it/atleta/FURCI-Gianni/f6iRl5elcGU%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
30:07.8,,BRIGNONE Valerio,1967,SM35,ATLETICA SALUZZO A.S.D.,3 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/BRIGNONE-Valerio/daiRk5Sgbmg%3D,https://www.fidal.it/societa/ATLETICA-SALUZZO-A-S-D-/CN016
30:11.35,,D'AMBROSIO Domenico,1975,SM,C.S. CARABINIERI SEZ. ATLETICA,7 su- 1,Torino,2006-07-08,https://www.fidal.it/atleta/D-AMBROSIO-Domenico/gKiRkpShaGQ%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
30:16.54,,DI CECCO Alberico,1974,SM,C.S. CARABINIERI SEZ. ATLETICA,7 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/DI-CECCO-Alberico/eqiRk5OjcGg%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
30:19.5,,POZZEBON Ivano,1972,SM,RUNNER TEAM 99 SBV,4 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/POZZEBON-Ivano/dK6RkpuibWY%3D,https://www.fidal.it/societa/RUNNER-TEAM-99-SBV/TO185
30:21.0,,SIMIONATO Federico,1979,SM,C.S. AERONAUTICA MILITARE,8 se- 2,Rieti,2006-04-30,https://www.fidal.it/atleta/SIMIONATO-Federico/dK6Rk5qicWs%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
30:23.33,,PASETTO Gianluca,1970,SM35,CALCESTRUZZI CORRADINI EXCELS.,8 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/PASETTO-Gianluca/eKiRkpSoaWY%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
30:23.59,,MASCHERONI Fabio,1977,SM,CALCESTRUZZI CORRADINI EXCELS.,9 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/MASCHERONI-Fabio/dqiRlZOmcGk%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
30:24.3,,AUCIELLO Giovanni,1980,SM,C.S. ESERCITO,9 se- 2,Rieti,2006-04-30,https://www.fidal.it/atleta/AUCIELLO-Giovanni/hKiRkpWlaGY%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
30:27.36,,GIOFRE' Michele,1976,SM,ATL. CASTELLO,8 su- 1,Torino,2006-07-08,https://www.fidal.it/atleta/GIOFRE-Michele/hqiRkpOhcGc%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
30:28.38,,SOPINI Roberto,1968,SM35,ATL. C.S.S.R. BRESCIA,1 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/SOPINI-Roberto/dqiRkpSkcGk%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
30:38.25,,MAGAGNOLI Rudy,1977,SM,ATLETICA FERRARA,3 se- 1,Modena,2006-06-21,https://www.fidal.it/atleta/MAGAGNOLI-Rudy/eqiRkpOgamw%3D,https://www.fidal.it/societa/ATLETICA-FERRARA/FE448
30:40.42,,RINALDI Marco,1983,SM,ATL. VALLECAMONICA,2 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/RINALDI-Marco/dqiRlJWgaGY%3D,https://www.fidal.it/societa/ATL--VALLECAMONICA/BS199
30:43.98,,ZUGNONI Graziano,1974,SM,A.D.M. MELAVI'PONTE VALTELLINA,3 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/ZUGNONI-Graziano/dqiRkpWhaWg%3D,https://www.fidal.it/societa/A-D-M--MELAVI-PONTE-VALTELLINA/SO112
30:47.92,,LA BELLA Luigi,1982,SM,C.S. ESERCITO,4 se- 1,Modena,2006-06-21,https://www.fidal.it/atleta/LA-BELLA-Luigi/h6iRk5OjcWw%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
30:49.49,,BATTELLI Paolo,1975,SM,CALCESTRUZZI CORRADINI EXCELS.,11 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/BATTELLI-Paolo/faiRlJaocGo%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
30:51.28,,ANTONELLI Roberto,1968,SM35,ATL. VALLECAMONICA,4 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/ANTONELLI-Roberto/dqiRkpejbGY%3D,https://www.fidal.it/societa/ATL--VALLECAMONICA/BS199
30:53.46,,BORONI Davide,1979,SM,ATL. C.S.S.R. BRESCIA,5 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/BORONI-Davide/dqiRk5SibGc%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
30:54.46,,CILENTO Pietro,1971,SM35,ATL. C.S.S.R. BRESCIA,6 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/CILENTO-Pietro/dqiRkpWnaWw%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
30:55.10,,VUERICH Luigi,1985,PM,P.B.M. BOVISIO MASCIAGO,7 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/VUERICH-Luigi/dq2RkpOmams%3D,https://www.fidal.it/societa/P-B-M--BOVISIO-MASCIAGO/MI102
31:01.2,,MOLINERI Luca,1977,SM,ATLETICA SALUZZO A.S.D.,5 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/MOLINERI-Luca/dKyRk5ambmg%3D,https://www.fidal.it/societa/ATLETICA-SALUZZO-A-S-D-/CN016
31:02.3,,GRAVANTE Antonio,1976,SM,MEZZOFONDO RECANATI OTTAVIANI,4 se- 1,Teramo,2006-05-06,https://www.fidal.it/atleta/GRAVANTE-Antonio/e6iRkpufaWg%3D,https://www.fidal.it/societa/MEZZOFONDO-RECANATI-OTTAVIANI/MC034
31:02.76,,CHINNICI Roberto calogero,1972,SM,LA RECASTELLO RADICI GROUP,8 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/CHINNICI-Roberto-calogero/dqiRlZemamY%3D,https://www.fidal.it/societa/LA-RECASTELLO-RADICI-GROUP/BG236
31:04.92,,GUIDETTI Luigi,1975,SM,CALCESTRUZZI CORRADINI EXCELS.,12 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/GUIDETTI-Luigi/eqiRkpKkb2g%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
31:05.14,,TAGLIABUE Claudio,1968,SM35,ATL. C.S.S.R. BRESCIA,9 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/TAGLIABUE-Claudio/dqiRkpSkb2g%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
31:06.0,,CAPOTOSTI Marcello,1968,SM35,VIOLETTACLUB,2 su- 1,Sellia Marina,2006-04-29,https://www.fidal.it/atleta/CAPOTOSTI-Marcello/h6iRkpWfbGg%3D,https://www.fidal.it/societa/VIOLETTACLUB/CZ234
31:08.9,,GIOFRE' Michele,1976,SM,ATL. CASTELLO,4 se- 1,Firenze,2006-04-30,https://www.fidal.it/atleta/GIOFRE-Michele/hqiRkpOhcGc%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
31:09.7,,ACCATINO Alberto,1968,SM35,UNIONE GIOVANE BIELLA,6 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/ACCATINO-Alberto/dKAAARk5ambGY%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
31:09.84,,RUNGGER Hannes,1982,SM,SUEDTIROLER LAUFVEREIN AMATEUR,1 se- 1,Caldaro,2006-07-08,https://www.fidal.it/atleta/RUNGGER-Hannes/iaiRkpSfcGU%3D,https://www.fidal.it/societa/SUEDTIROLER-LAUFVEREIN-AMATEUR/BZ067
31:10.6,,MERZARIO Paolo,1975,SM,ATL. LECCO-COLOMBO COSTRUZ.,1 se- 1,Guanzate,2006-08-31,https://www.fidal.it/atleta/MERZARIO-Paolo/dqiRkpafaWo%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
31:12.4,,SANTACHIARA Bruno,1973,SM,RUNNER TEAM 99 SBV,7 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/SANTACHIARA-Bruno/dKiRkpana2g%3D,https://www.fidal.it/societa/RUNNER-TEAM-99-SBV/TO185
31:16.79,,CUGUSI Stefano,1984,PM,C.U.S. PAVIA,2 su- 1,Treviso,2006-04-29,https://www.fidal.it/atleta/CUGUSI-Stefano/dqiRlpSoaWU%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
31:17.1,,SANTANGELO Massimiliano,1974,SM,ATL. CASTELLO,5 se- 1,Firenze,2006-04-30,https://www.fidal.it/atleta/SANTANGELO-Massimiliano/faiRkpOocWU%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
31:17.8,,CANNATA Lorenzo,1980,SM,C.S. AERONAUTICA MILITARE,11 se- 2,Rieti,2006-04-30,https://www.fidal.it/atleta/CANNATA-Lorenzo/h6iRk5uibmo%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
31:18.1,,CALCATERRA Giorgio,1972,SM,RUNNING CLUB FUTURA,12 se- 2,Rieti,2006-04-30,https://www.fidal.it/atleta/CALCATERRA-Giorgio/f6iRkpSlcGU%3D,https://www.fidal.it/societa/RUNNING-CLUB-FUTURA/RM195
31:19.05,,GARAVELLO Antonio,1987,JM,ASSINDUSTRIA SPORT PADOVA,3 su- 1,Treviso,2006-04-29,https://www.fidal.it/atleta/GARAVELLO-Antonio/eKiRlJeiamg%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
31:20.77,,TIBERTI Tito,1981,SM,C.U.S. PAVIA,4 su- 1,Treviso,2006-04-29,https://www.fidal.it/atleta/TIBERTI-Tito/dqiRkpKkamc%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
31:22.5,,MIGGIANO Antonio,1978,SM,CUS ROMA,13 se- 2,Rieti,2006-04-30,https://www.fidal.it/atleta/MIGGIANO-Antonio/f6iRkpaibmM%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
31:23.28,,VACCINA Tommaso,1980,SM,C.U.S. PAVIA,10 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/VACCINA-Tommaso/dqAAARlpijamk%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
31:25.7,,SOUFYANE El fadil,1979,SM,COLLEFERRO ATLETICA,14 se- 2,Rieti,2006-04-30,https://www.fidal.it/atleta/SOUFYANE-El-fadil/f6iRkpaobGg%3D,https://www.fidal.it/societa/COLLEFERRO-ATLETICA/RS012
31:26.75,,BRUNNER Georg,1976,SM,SUEDTIROLER LAUFVEREIN AMATEUR,4 se- 1,Caldaro,2006-07-08,https://www.fidal.it/atleta/BRUNNER-Georg/iaiRkpKlb2c%3D,https://www.fidal.it/societa/SUEDTIROLER-LAUFVEREIN-AMATEUR/BZ067
31:27.96,,BALDINI Marco,1968,SM35,CALCESTRUZZI CORRADINI EXCELS.,13 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/BALDINI-Marco/eqiRkpKhbWc%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
31:29.90,,PERENCIN Emanuele,1971,SM35,ATLETICA BRUGNERA FRIULINTAGLI,5 su- 1,Treviso,2006-04-29,https://www.fidal.it/atleta/PERENCIN-Emanuele/eayRkpqfbGY%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
31:29.99,,BAGGIA Riccardo,1971,SM35,ATL.  VALLI DI NON E SOLE,3 se- 1,Caldaro,2006-07-08,https://www.fidal.it/atleta/BAGGIA-Riccardo/d6iRkpOncGc%3D,https://www.fidal.it/societa/ATL--VALLI-DI-NON-E-SOLE/TN102
31:30.3,,GRANDE Daniele,1971,SM35,MEZZOFONDO RECANATI OTTAVIANI,5 se- 1,Teramo,2006-05-06,https://www.fidal.it/atleta/GRANDE-Daniele/gaiRkpKfcGs%3D,https://www.fidal.it/societa/MEZZOFONDO-RECANATI-OTTAVIANI/MC034
31:30.84,,BRESCIANI Giorgio,1966,SM40,ATL. C.S.S.R. BRESCIA,11 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/BRESCIANI-Giorgio/dqiRkpWmbmc%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
31:31.40,,TOSI Renato,1976,SM,ATL. C.S.S.R. BRESCIA,12 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/TOSI-Renato/dqiRlpajbWQ%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
31:33.4,,MOLTENI Giuseppe,1982,SM,ATL. LECCO-COLOMBO COSTRUZ.,2 se- 1,Guanzate,2006-08-31,https://www.fidal.it/atleta/MOLTENI-Giuseppe/dqiRlZencWY%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
31:38.68,,SPINI Alessandro,1988,JM,G.S. C.S.I. MORBEGNO,13 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/SPINI-Alessandro/dqiRlpeocWk%3D,https://www.fidal.it/societa/G-S--C-S-I--MORBEGNO/SO114
31:39.7,,LO PICCOLO Filippo,1979,SM,VIOLETTACLUB,3 su- 1,Sellia Marina,2006-04-29,https://www.fidal.it/atleta/LO-PICCOLO-Filippo/h6iRlJalbWs%3D,https://www.fidal.it/societa/VIOLETTACLUB/CZ234
31:41.3,,GIARDIELLO Saverio,1981,SM,ASD MONTEMILETTO TEAM RUNNERS,1 se- 2,Napoli,2006-04-25,https://www.fidal.it/atleta/GIARDIELLO-Saverio/gKiRlJSkaWM%3D,https://www.fidal.it/societa/ASD-MONTEMILETTO-TEAM-RUNNERS/AV011
31:42.3,,DEMATTEIS Martin,1986,PM,A.S.D.PODISTICA VALLE VARAITA,8 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/DEMATTEIS-Martin/dKyRk5ihbWo%3D,https://www.fidal.it/societa/A-S-D-PODISTICA-VALLE-VARAITA/CN007
31:43.84,,VENTUROLI Nicola,1986,PM,ATL. C.S.S.R. BRESCIA,14 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/VENTUROLI-Nicola/dqqRkpKkaGw%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
31:45.00,,ALESSANDRI Alessandro,1970,SM35,ATLETICA 85 FAENZA,14 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/ALESSANDRI-Alessandro/eqiRkpKibmk%3D,https://www.fidal.it/societa/ATLETICA-85-FAENZA/RA094
31:45.85,,BONA Francesco,1983,SM,C.S. AERONAUTICA MILITARE,1 su- 1,Biella,2006-10-28,https://www.fidal.it/atleta/BONA-Francesco/dKAAARk5afaGQ%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
31:47.6,,BINDA Daniele,1985,PM,CO-VER SPORTIVA MAPEI,9 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/BINDA-Daniele/drKRkpOjbms%3D,https://www.fidal.it/societa/CO-VER-SPORTIVA-MAPEI/VB014
31:49.69,,ACCATINO Alberto,1968,SM35,UNIONE GIOVANE BIELLA,2 su- 1,Biella,2006-10-28,https://www.fidal.it/atleta/ACCATINO-Alberto/dKAAARk5ambGY%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
31:50.26,,TIBERTI Tito,1981,SM,C.U.S. PAVIA,15 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/TIBERTI-Tito/dqiRkpKkamc%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
31:51.01,,BARTOLETTI STELLA Marco,1978,SM,ATLETICA FERRARA,5 se- 1,Modena,2006-06-21,https://www.fidal.it/atleta/BARTOLETTI-STELLA-Marco/eqiRkpSlaGk%3D,https://www.fidal.it/societa/ATLETICA-FERRARA/FE448
31:51.4,,GUASTAMACCHIA Rodolfo,1986,PM,ATL. ADEN  ABACO MOLFETTA,2 su- 1,Acquaviva,2006-04-29,https://www.fidal.it/atleta/GUASTAMACCHIA-Rodolfo/hKiSmJujaWs%3D,https://www.fidal.it/societa/ATL--ADEN-ABACO-MOLFETTA/BA091
31:54.67,,TOCCHIO Massimo,1983,SM,CUS FERRARA,15 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/TOCCHIO-Massimo/eqiRlJmfcWo%3D,https://www.fidal.it/societa/CUS-FERRARA/FE026
31:55.0,,CUZZOCREA Francesco,1978,SM,VIOLETTACLUB,5 su- 1,Sellia Marina,2006-04-29,https://www.fidal.it/atleta/CUZZOCREA-Francesco/hqiRkpehcWs%3D,https://www.fidal.it/societa/VIOLETTACLUB/CZ234
31:56.86,,SIMONCELLI Daniele,1985,PM,CALCESTRUZZI CORRADINI EXCELS.,16 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/SIMONCELLI-Daniele/eqiRlJSfaWw%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
31:58.4,,BIBALO Steve,1987,JM,ATL. VALLE BREMBANA,3 se- 1,Guanzate,2006-08-31,https://www.fidal.it/atleta/BIBALO-Steve/dquRkpOfbGc%3D,https://www.fidal.it/societa/ATL--VALLE-BREMBANA/BG223
32:01.1,,BECCE Donato,1977,SM,POL. ROCCO SCOTELLARO MT,3 su- 1,Acquaviva,2006-04-29,https://www.fidal.it/atleta/BECCE-Donato/haiRkpKkbGk%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
32:04.1,,DEMATTEIS Bernard,1986,PM,A.S.D.PODISTICA VALLE VARAITA,10 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/DEMATTEIS-Bernard/dKyRk5ihbWk%3D,https://www.fidal.it/societa/A-S-D-PODISTICA-VALLE-VARAITA/CN007
32:04.1,,FERRAGINA Andrea,1978,SM,VIOLETTACLUB,6 su- 1,Sellia Marina,2006-04-29,https://www.fidal.it/atleta/FERRAGINA-Andrea/hqiRk5KkbGo%3D,https://www.fidal.it/societa/VIOLETTACLUB/CZ234
32:04.3,,PANICHI Luca,1969,SM35,ATL. CASTELLO,6 se- 1,Firenze,2006-04-30,https://www.fidal.it/atleta/PANICHI-Luca/faiRkpKjams%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
32:05.0,,CIAPPA Paolo,1986,PM,A.S.D. LIB. POL. AMAT. ATL. BN,3 se- 2,Napoli,2006-04-25,https://www.fidal.it/atleta/CIAPPA-Paolo/gKiRk5moaGg%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
32:05.6,,SCALISI Alfio,1974,SM,A.S.D. ATHL. C.FUTURA PATERNO',1 su- 1,Catania,2006-06-10,https://www.fidal.it/atleta/SCALISI-Alfio/h6iRlJikbms%3D,https://www.fidal.it/societa/A-S-D--ATHL--C-FUTURA-PATERNO-/CT431
32:08.4,,LAROCCA Silvio,1973,SM,RUNNER TEAM 99 SBV,11 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/LAROCCA-Silvio/dKiRkpOkamU%3D,https://www.fidal.it/societa/RUNNER-TEAM-99-SBV/TO185
32:11.10,,BALBO Giovanni,1984,PM,CUS ATL. 2000 MILANO,1 se- 1,Peschiera Borromeo,2006-05-11,https://www.fidal.it/atleta/BALBO-Giovanni/dq2RkpWgaGM%3D,https://www.fidal.it/societa/CUS-ATL--2000-MILANO/MI259
32:12.0,,APRILE Bartolomeo,1986,PM,A.S.D. CULTURALE PEPPE GRECO,2 su- 1,Ragusa,2006-04-08,https://www.fidal.it/atleta/APRILE-Bartolomeo/h6iRk5qkcGo%3D,https://www.fidal.it/societa/A-S-D--CULTURALE-PEPPE-GRECO/RG415
32:14.23,,PINAMONTI Adriano,1966,SM40,ATL.  VALLI DI NON E SOLE,2 su- 1,Misano Adriatico,2006-06-09,https://www.fidal.it/atleta/PINAMONTI-Adriano/d6iRkpelaGo%3D,https://www.fidal.it/societa/ATL--VALLI-DI-NON-E-SOLE/TN102
32:18.2,,CAPRETTI Andrea,1973,SM,G.S. ORECCHIELLA GARFAGNANA,7 se- 1,Firenze,2006-04-30,https://www.fidal.it/atleta/CAPRETTI-Andrea/faiRlJikbmQ%3D,https://www.fidal.it/societa/G-S--ORECCHIELLA-GARFAGNANA/LU103
32:19.5,,MARCHETTI Francesco,1987,JM,ASD BRUNI PUBBL. ATL. VOMANO,7 se- 1,Teramo,2006-05-06,https://www.fidal.it/atleta/MARCHETTI-Francesco/gaiRk5KhaGQ%3D,https://www.fidal.it/societa/ASD-BRUNI-PUBBL--ATL--VOMANO/TE049
32:20.3,,BETTI Samuele,1967,SM35,ATL. CASTELLO,8 se- 1,Firenze,2006-04-30,https://www.fidal.it/atleta/BETTI-Samuele/faiRk5WgaGU%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
32:20.9,,VERGNI Lorenzo,1976,SM,ASAL FOLIGNO,8 se- 1,Teramo,2006-05-06,https://www.fidal.it/atleta/VERGNI-Lorenzo/faiRlJemcWw%3D,https://www.fidal.it/societa/ASAL-FOLIGNO/PG007
32:23.0,,SCALISI Alfio,1974,SM,A.S.D. ATHL. C.FUTURA PATERNO',3 su- 1,Ragusa,2006-04-08,https://www.fidal.it/atleta/SCALISI-Alfio/h6iRlJikbms%3D,https://www.fidal.it/societa/A-S-D--ATHL--C-FUTURA-PATERNO-/CT431
32:23.2,,CONFORTI Lorenzo,1986,PM,TOSCANA ATLETICA,1 se- 1,Sesto Fiorentino,2006-07-14,https://www.fidal.it/atleta/CONFORTI-Lorenzo/faiRm5OibWs%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA/FI018
32:25.7,,MARANGI Alessandro,1986,PM,ATL. AMATORI CISTERNINO,4 su- 1,Acquaviva,2006-04-29,https://www.fidal.it/atleta/MARANGI-Alessandro/hKiSmZamcWM%3D,https://www.fidal.it/societa/ATL--AMATORI-CISTERNINO/BR104
32:27.4,,PANTALLA Fabio,1984,PM,ASAL FOLIGNO,9 se- 1,Teramo,2006-05-06,https://www.fidal.it/atleta/PANTALLA-Fabio/fqiRkpmhbWU%3D,https://www.fidal.it/societa/ASAL-FOLIGNO/PG007
32:27.5,,CONCAS Salvatore,1981,SM,G.S. ORECCHIELLA GARFAGNANA,9 se- 1,Firenze,2006-04-30,https://www.fidal.it/atleta/CONCAS-Salvatore/daiRkpigcWM%3D,https://www.fidal.it/societa/G-S--ORECCHIELLA-GARFAGNANA/LU103
32:29.19,,GUARNATI Luigi,1974,SM,S.A. VALCHIESE,6 su- 1,Treviso,2006-04-29,https://www.fidal.it/atleta/GUARNATI-Luigi/d6iRkpSoaGU%3D,https://www.fidal.it/societa/S-A--VALCHIESE/TN119
32:30.78,,FAUSTINI Simone,1982,SM,ATL. C.S.S.R. BRESCIA,16 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/FAUSTINI-Simone/dqiRk5uhamk%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
32:32.23,,BOGDANICH Massimiliano,1966,SM40,CALCESTRUZZI CORRADINI EXCELS.,17 se- 1,Rubiera,2006-04-09,https://www.fidal.it/atleta/BOGDANICH-Massimiliano/eKiRkpWgbmU%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
32:33.58,,BA Filippo,1986,PM,ATL.  CENTO TORRI PAVIA,17 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/BA-Filippo/dq2RkpWfcWU%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
32:38.1,,SARLI Ennio,1973,SM,TOSCANA ATLETICA,10 se- 1,Firenze,2006-04-30,https://www.fidal.it/atleta/SARLI-Ennio/faiRkpKmaGs%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA/FI018
32:40.3,,REPOLE Raffaele,1965,SM40,ASD MONTEMILETTO TEAM RUNNERS,4 se- 2,Napoli,2006-04-25,https://www.fidal.it/atleta/REPOLE-Raffaele/gKiRkpSfaGU%3D,https://www.fidal.it/societa/ASD-MONTEMILETTO-TEAM-RUNNERS/AV011
32:40.42,,PIERMATTEO Gennaro,1969,SM35,LA RECASTELLO RADICI GROUP,18 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/PIERMATTEO-Gennaro/dK2Rk5eka2Q%3D,https://www.fidal.it/societa/LA-RECASTELLO-RADICI-GROUP/BG236
32:44.00,,BRUNNER Rudi,1974,SM,A.S.DIL. S.C. MERAN FORST - VB,5 se- 1,Caldaro,2006-07-08,https://www.fidal.it/atleta/BRUNNER-Rudi/iaiRkpmfcGs%3D,https://www.fidal.it/societa/A-S-DIL--S-C--MERAN-FORST-VB/BZ019
32:44.5,,LISITANO Massimo,1972,SM,A.S. DILETT. G.S.INDOMITA,1 su- 1,Messina,2006-09-30,https://www.fidal.it/atleta/LISITANO-Massimo/h6iRkpKlbWY%3D,https://www.fidal.it/societa/A-S--DILETT--G-S-INDOMITA/ME100
32:45.94,,GERVASINI Rossano,1968,SM35,LA RECASTELLO RADICI GROUP,19 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/GERVASINI-Rossano/eqiRk5WjbWk%3D,https://www.fidal.it/societa/LA-RECASTELLO-RADICI-GROUP/BG236
32:46.0,,DAIDONE Rosario,1974,SM,G.S. DILETT. 5 TORRI TRAPANI,4 su- 1,Ragusa,2006-04-08,https://www.fidal.it/atleta/DAIDONE-Rosario/h6iRkpKnaWU%3D,https://www.fidal.it/societa/G-S--DILETT--5-TORRI-TRAPANI/TP173
32:46.1,,TONAZZINI Alessandro,1981,SM,RUNNER TEAM 99 SBV,13 se- 1,Villanova Asti,2006-04-25,https://www.fidal.it/atleta/TONAZZINI-Alessandro/faiRkpOgaWQ%3D,https://www.fidal.it/societa/RUNNER-TEAM-99-SBV/TO185
32:48.5,,ARRIGUCCI Massimo,1985,PM,ATL. SESTINI,11 se- 1,Firenze,2006-04-30,https://www.fidal.it/atleta/ARRIGUCCI-Massimo/faiRk5ula2w%3D,https://www.fidal.it/societa/ATL--SESTINI/AR051
32:49.66,,IBBA Gianfranco,1968,SM35,ATL. PARATICO,20 se- 2,Brescia,2006-04-08,https://www.fidal.it/atleta/IBBA-Gianfranco/dqiRk5mhbWQ%3D,https://www.fidal.it/societa/ATL--PARATICO/BS562
32:50.02,,SPINA Domenico,1971,SM35,CALCESTRUZZI CORRADINI EXCELS.,1 se- 2,Rubiera,2006-04-09,https://www.fidal.it/atleta/SPINA-Domenico/d6iRkpWmbWU%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
32:50.1,,BELLUSCHI Elio,1961,SM45,ATL.  G.S. MIOTTI ARCISATE,4 se- 1,Guanzate,2006-08-31,https://www.fidal.it/atleta/BELLUSCHI-Elio/dqiRkpShbWc%3D,https://www.fidal.it/societa/ATL--G-S--MIOTTI-ARCISATE/VA394
32:51.3,,DEL NISTA Daniele,1985,PM,ATL. VIRTUS  CR LUCCA,12 se- 1,Firenze,2006-04-30,https://www.fidal.it/atleta/DEL-NISTA-Daniele/faiRlJagb2k%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
